"","gene"
"2187","FUN_054508_hypothetical_protein"
"2188","FUN_059663_hypothetical_protein"
"2189","FUN_031929_TRAPPC12_2"
"2190","FUN_022749_MCF2L2_2"
"2191","FUN_037813_TUBA1A_12"
"2192","FUN_022470_hypothetical_protein"
"2193","FUN_025380_hypothetical_protein"
"2194","FUN_032660_hypothetical_protein"
"2195","FUN_021970_PKD1L2_4"
"2196","FUN_007079_B4GALT1_1"
"2197","FUN_013031_hypothetical_protein"
"2198","FUN_036350_DHX35"
"2199","FUN_054876_TRMT6"
"2200","FUN_018844_CHPF2"
"2201","FUN_052301_LYSMD2_2"
"2202","FUN_021996_BMAL1_3"
"2203","FUN_025229_RAB3C_2"
"2204","FUN_006170_hypothetical_protein"
"2205","FUN_048389_hypothetical_protein"
"2206","FUN_004660_GLS2_1"
"2207","FUN_020600_hypothetical_protein"
"2208","FUN_056421_hypothetical_protein"
"2209","FUN_040734_ST8SIA1_2"
"2210","FUN_020864_STK25_1"
"2211","FUN_004638_CERS5_1"
"2212","FUN_021713_PSMD7"
"2213","FUN_011068_hypothetical_protein"
"2214","FUN_009676_GTSE1"
"2215","FUN_026608_MRPL27_1"
"2216","FUN_051738_PDPK1_3"
"2217","FUN_010335_AFAP1L1_1"
"2218","FUN_018492_hypothetical_protein"
"2219","FUN_041347_hypothetical_protein"
"2220","FUN_021601_hypothetical_protein"
"2221","FUN_012619_KCNMA1_2"
"2222","FUN_058730_hypothetical_protein"
"2223","FUN_028669_FZD7_2"
"2224","FUN_038919_hypothetical_protein"
"2225","FUN_049120_hypothetical_protein"
"2226","FUN_022153_SPG21"
"2227","FUN_014929_hypothetical_protein"
"2228","FUN_023312_hypothetical_protein"
"2229","FUN_011429_TTC9"
"2230","FUN_004174_hypothetical_protein"
"2231","FUN_003984_DNAJC16"
"2232","FUN_009462_BRSK2_1"
"2233","FUN_018411_BCL2_1"
"2234","FUN_017771_hypothetical_protein"
"2235","FUN_046022_EHBP1_5"
"2236","FUN_022428_LONP1"
"2237","FUN_004418_KCND3_2"
"2238","FUN_004662_hypothetical_protein"
"2239","FUN_046221_hypothetical_protein"
"2240","FUN_030040_hypothetical_protein"
"2241","FUN_046825_hypothetical_protein"
"2242","FUN_033946_NDUFB9"
"2243","FUN_020358_ERCC2"
"2244","FUN_006572_hypothetical_protein"
"2245","FUN_032794_PLXNB2_1"
"2246","FUN_031340_hypothetical_protein"
"2247","FUN_000068_TMBIM1_1"
"2248","FUN_026967_CDH10_3"
"2249","FUN_051005_HDAC5_3"
"2250","FUN_033650_CNTN1A_1"
"2251","FUN_028650_IQCB1"
"2252","FUN_055690_AKAP12"
"2253","FUN_015803_THEM4_2"
"2254","FUN_038607_SHC3_2"
"2255","FUN_025978_hypothetical_protein"
"2256","FUN_056384_LMO4B"
"2257","FUN_049738_TIMM22"
"2258","FUN_035722_hypothetical_protein"
"2259","FUN_039618_PPP2R2B_2"
"2260","FUN_023670_hypothetical_protein"
"2261","FUN_009850_hypothetical_protein"
"2262","FUN_005886_hypothetical_protein"
"2263","FUN_026695_RAB37_3"
"2264","FUN_007716_ANKRD40"
"2265","FUN_009209_hypothetical_protein"
"2266","FUN_037657_PRDM5_1"
"2267","FUN_029414_TRIB1"
"2268","FUN_004380_hypothetical_protein"
"2269","FUN_002925_hypothetical_protein"
"2270","FUN_020463_RPA1"
"2271","FUN_016255_GSK3A"
"2272","FUN_040274_NDUFA5"
"2273","FUN_005915_hypothetical_protein"
"2274","FUN_004918_hypothetical_protein"
"2275","FUN_016550_HSF5_9"
"2276","FUN_040143_hypothetical_protein"
"2277","FUN_026869_GLUD1_3"
"2278","FUN_024138_hypothetical_protein"
"2279","FUN_013306_RTN4RL2_1"
"2280","FUN_039586_CCDC61"
"2281","FUN_004173_ITGA7_1"
"2282","FUN_042340_hypothetical_protein"
"2283","FUN_058222_hypothetical_protein"
"2284","FUN_012651_MARK3_5"
"2285","FUN_020741_hypothetical_protein"
"2286","FUN_047072_XPR1_2"
"2287","FUN_045509_hypothetical_protein"
"2288","FUN_002917_hypothetical_protein"
"2289","FUN_042481_hypothetical_protein"
"2290","FUN_011277_hypothetical_protein"
"2291","FUN_033818_hypothetical_protein"
"2292","FUN_036570_NEMP1"
"2293","FUN_049496_hypothetical_protein"
"2294","FUN_038118_hypothetical_protein"
"2295","FUN_041410_PNPLA3_2"
"2296","FUN_038399_CACNA1A_11"
"2297","FUN_049183_hypothetical_protein"
"2298","FUN_034612_OCA2_1"
"2299","FUN_020927_MSH5_4"
"2300","FUN_060119_hypothetical_protein"
"2301","FUN_000841_PTPN4_3"
"2302","FUN_056430_hypothetical_protein"
"2303","FUN_035500_hypothetical_protein"
"2304","FUN_023774_CHD6_1"
"2305","FUN_013820_hypothetical_protein"
"2306","FUN_057753_VAMP5_2"
"2307","FUN_030051_NLRP12_130"
"2308","FUN_036754_KIF1B_2"
"2309","FUN_050791_LIX1L"
"2310","FUN_023755_RIMS4_2"
"2311","FUN_004415_KCND3_1"
"2312","FUN_022157_PCSK6_1"
"2313","FUN_038227_SCAMP1_1"
"2314","FUN_005760_hypothetical_protein"
"2315","FUN_022944_GTPBP3_2"
"2316","FUN_033517_PTPRZ1_4"
"2317","FUN_028699_SCN2A_4"
"2318","FUN_010471_hypothetical_protein"
"2319","FUN_004404_MYBL2_1"
"2320","FUN_053238_hypothetical_protein"
"2321","FUN_027359_KCTD17"
"2322","FUN_003988_DDX19B_1"
"2323","FUN_003997_HIPK1_1"
"2324","FUN_009251_hypothetical_protein"
"2325","FUN_007778_ELOF1"
"2326","FUN_029539_NSUN2_4"
"2327","FUN_035428_PHC2_1"
"2328","FUN_026424_hypothetical_protein"
"2329","FUN_056102_RDH14_2"
"2330","FUN_049202_hypothetical_protein"
"2331","FUN_015432_RRP15"
"2332","FUN_013486_ELMOD2"
"2333","FUN_002232_RASA1"
"2334","FUN_055535_hypothetical_protein"
"2335","FUN_005454_hypothetical_protein"
"2336","FUN_003420_TMCC2_2"
"2337","FUN_027384_hypothetical_protein"
"2338","FUN_016190_NAT14"
"2339","FUN_023130_hypothetical_protein"
"2340","FUN_033644_YAF2"
"2341","FUN_045467_CMTM7"
"2342","FUN_019597_RIC3_1"
"2343","FUN_020451_hypothetical_protein"
"2344","FUN_007509_CACNA1A_10"
"2345","FUN_047124_CABP4"
"2346","FUN_010882_hypothetical_protein"
"2347","FUN_011305_TALDO1"
"2348","FUN_026635_LRRC59"
"2349","FUN_051460_ELMO1_3"
"2350","FUN_026394_hypothetical_protein"
"2351","FUN_055911_hypothetical_protein"
"2352","FUN_003455_NECAP2"
"2353","FUN_008205_hypothetical_protein"
"2354","FUN_010770_hypothetical_protein"
"2355","FUN_047259_PALB2"
"2356","FUN_012678_hypothetical_protein"
"2357","FUN_016448_DNAH5_5"
"2358","FUN_023322_hypothetical_protein"
"2359","FUN_055080_hypothetical_protein"
"2360","FUN_033599_hypothetical_protein"
"2361","FUN_049429_CDC26"
"2362","FUN_022306_PSMD1_3"
"2363","FUN_046614_TJP2_4"
"2364","FUN_046549_PRKAR2A_5"
"2365","FUN_022419_hypothetical_protein"
"2366","FUN_011740_khdrbs1"
"2367","FUN_041125_hypothetical_protein"
"2368","FUN_023307_ighv1-3_12"
"2369","FUN_035407_hypothetical_protein"
"2370","FUN_019572_PPP6R3"
"2371","FUN_013282_hypothetical_protein"
"2372","FUN_005176_NME5"
"2373","FUN_033585_ANKRD27"
"2374","FUN_046526_hypothetical_protein"
"2375","FUN_049880_PPP2R4_1"
"2376","FUN_047330_hypothetical_protein"
"2377","FUN_037478_SOGA3_2"
"2378","FUN_011150_RGS9BP_1"
"2379","FUN_043250_hypothetical_protein"
"2380","FUN_001538_PARD3B_5"
"2381","FUN_007658_TIMP2_1"
"2382","FUN_017731_HDAC8_2"
"2383","FUN_024943_MIS18A"
"2384","FUN_028709_hypothetical_protein"
"2385","FUN_035472_SETD5_1"
"2386","FUN_004010_KIF21B_1"
"2387","FUN_045555_CDK14"
"2388","FUN_054923_DAAM1_4"
"2389","FUN_059906_hypothetical_protein"
"2390","FUN_001891_NXPE3_11"
"2391","FUN_046559_hypothetical_protein"
"2392","FUN_004408_hypothetical_protein"
"2393","FUN_018810_hypothetical_protein"
"2394","FUN_009188_SALL1"
"2395","FUN_057789_hypothetical_protein"
"2396","FUN_042233_PTCHD3_2"
"2397","FUN_034577_ATP10A_2"
"2398","FUN_021836_SIRT7"
"2399","FUN_044715_MPPE1_2"
"2400","FUN_052123_hypothetical_protein"
"2401","FUN_050795_POLR2K"
"2402","FUN_021070_hypothetical_protein"
"2403","FUN_002139_hypothetical_protein"
"2404","FUN_059544_hypothetical_protein"
"2405","FUN_029704_SYT11_3"
"2406","FUN_011431_ACTN1_1"
"2407","FUN_046464_PEDS1_2"
"2408","FUN_033310_GPR22_1"
"2409","FUN_046016_hypothetical_protein"
"2410","FUN_025074_hypothetical_protein"
"2411","FUN_008787_hypothetical_protein"
"2412","FUN_015240_hypothetical_protein"
"2413","FUN_029298_hypothetical_protein"
"2414","FUN_011359_BBS10"
"2415","FUN_010248_hypothetical_protein"
"2416","FUN_048863_hypothetical_protein"
"2417","FUN_051671_SDC3"
"2418","FUN_042139_hypothetical_protein"
"2419","FUN_044233_SHISA2"
"2420","FUN_018188_DOCK11_2"
"2421","FUN_045041_OXR1_3"
"2422","FUN_038378_NIBAN2_3"
"2423","FUN_046332_ALDH9A1_3"
"2424","FUN_046986_SH3GL1_3"
"2425","FUN_059075_hypothetical_protein"
"2426","FUN_008394_TMEM53"
"2427","FUN_000768_GTDC1_2"
"2428","FUN_029255_hypothetical_protein"
"2429","FUN_014512_hypothetical_protein"
"2430","FUN_009739_INTS5"
"2431","FUN_060166_hypothetical_protein"
"2432","FUN_034613_OCA2_2"
"2433","FUN_004685_hypothetical_protein"
"2434","FUN_027316_PSME3"
"2435","FUN_029906_MAST1_4"
"2436","FUN_021334_CHD7_1"
"2437","FUN_059166_CYP2K4"
"2438","FUN_004623_SLC6A6_1"
"2439","FUN_047453_hypothetical_protein"
"2440","FUN_016177_hypothetical_protein"
"2441","FUN_007054_SEC24B"
"2442","FUN_043746_RDH10B"
"2443","FUN_044845_NIPAL2_2"
"2444","FUN_050454_hypothetical_protein"
"2445","FUN_025348_MAP6_2"
"2446","FUN_050793_CPSF1"
"2447","FUN_040007_hypothetical_protein"
"2448","FUN_033615_SRPK1_2"
"2449","FUN_006962_STAG3"
"2450","FUN_047544_LANCL1"
"2451","FUN_021009_hypothetical_protein"
"2452","FUN_027701_METTL9"
"2453","FUN_005204_hypothetical_protein"
"2454","FUN_005987_FLVCR2_1"
"2455","FUN_036646_L1CAM_2"
"2456","FUN_060004_BZW1"
"2457","FUN_015588_RPA2_2"
"2458","FUN_044937_TMEM67"
"2459","FUN_001393_MBNL2A_2"
"2460","FUN_016521_hypothetical_protein"
"2461","FUN_031229_hypothetical_protein"
"2462","FUN_032820_hypothetical_protein"
"2463","FUN_055531_hypothetical_protein"
"2464","FUN_009084_hypothetical_protein"
"2465","FUN_005889_CACNA1A_2"
"2466","FUN_049883_IER5L"
"2467","FUN_047795_hypothetical_protein"
"2468","FUN_033343_ANO3_1"
"2469","FUN_020623_MAML2_1"
"2470","FUN_058122_hypothetical_protein"
"2471","FUN_052648_hypothetical_protein"
"2472","FUN_044508_hypothetical_protein"
"2473","FUN_034625_TUBGCP5"
"2474","FUN_039489_NKX61"
"2475","FUN_031763_ORC3"
"2476","FUN_036822_hypothetical_protein"
"2477","FUN_020706_hypothetical_protein"
"2478","FUN_004713_hypothetical_protein"
"2479","FUN_032823_AP3B2"
"2480","FUN_009485_hypothetical_protein"
"2481","FUN_002352_BMP2K_2"
"2482","FUN_009385_TSHZ3_1"
"2483","FUN_059463_hypothetical_protein"
"2484","FUN_011135_hypothetical_protein"
"2485","FUN_009770_PSD2_1"
"2486","FUN_049653_hypothetical_protein"
"2487","FUN_054401_ANXA5"
"2488","FUN_059403_GRM5_6"
"2489","FUN_025081_hypothetical_protein"
"2490","FUN_021822_GEMIN6"
"2491","FUN_048809_CD97_1"
"2492","FUN_027237_NRG3_3"
"2493","FUN_005842_hypothetical_protein"
"2494","FUN_020865_SEPT2_1"
"2495","FUN_055100_BLOC1S2"
"2496","FUN_013243_hypothetical_protein"
"2497","FUN_005865_ATG13_2"
"2498","FUN_043705_hypothetical_protein"
"2499","FUN_027928_PPP4C"
"2500","FUN_025650_hypothetical_protein"
"2501","FUN_052895_CACNA2D1_1"
"2502","FUN_009869_SMAD5"
"2503","FUN_008457_RAC3"
"2504","FUN_022106_hypothetical_protein"
"2505","FUN_003204_GTPBP2_1"
"2506","FUN_058326_hypothetical_protein"
"2507","FUN_021844_SPTBN1_1"
"2508","FUN_059274_SUCNR1_6"
"2509","FUN_014972_MYH9_15"
"2510","FUN_010452_BCAR1_1"
"2511","FUN_033985_hypothetical_protein"
"2512","FUN_001620_ADARB1_2"
"2513","FUN_051340_hypothetical_protein"
"2514","FUN_028816_hypothetical_protein"
"2515","FUN_046394_FNBP1L_1"
"2516","FUN_018697_hypothetical_protein"
"2517","FUN_035623_SFI1_2"
"2518","FUN_000530_PRDM9_2"
"2519","FUN_024422_PPIP5K2_2"
"2520","FUN_031614_SEC23A_1"
"2521","FUN_005188_hypothetical_protein"
"2522","FUN_008729_hypothetical_protein"
"2523","FUN_008554_PSMC3IP"
"2524","FUN_045871_SEPN1_1"
"2525","FUN_021083_STARD13_2"
"2526","FUN_015174_hypothetical_protein"
"2527","FUN_011163_hypothetical_protein"
"2528","FUN_011191_GSE1_1"
"2529","FUN_004983_hypothetical_protein"
"2530","FUN_042519_hypothetical_protein"
"2531","FUN_028700_SCN2A_5"
"2532","FUN_060171_hypothetical_protein"
"2533","FUN_005276_hypothetical_protein"
"2534","FUN_001113_TFDP1_1"
"2535","FUN_039820_UBLCP1"
"2536","FUN_056624_PRICKLE3_2"
"2537","FUN_041326_hypothetical_protein"
"2538","FUN_059555_hypothetical_protein"
"2539","FUN_033472_hypothetical_protein"
"2540","FUN_007853_SPAG9_2"
"2541","FUN_009056_hypothetical_protein"
"2542","FUN_008480_KCNC1_2"
"2543","FUN_033768_DHTKD1"
"2544","FUN_011257_SPON1_7"
"2545","FUN_049900_FBXW2_2"
"2546","FUN_022686_CHAF1A"
"2547","FUN_020464_SERPINF2"
"2548","FUN_008232_POLD1"
"2549","FUN_026861_OPN4_3"
"2550","FUN_042110_CCDC18_1"
"2551","FUN_002131_APBA1_1"
"2552","FUN_026838_BAIAP2_5"
"2553","FUN_021431_hypothetical_protein"
"2554","FUN_025014_USPL1_3"
"2555","FUN_037436_EIF4E2_1"
"2556","FUN_039956_DYNC1LI1_2"
"2557","FUN_015266_METTL6"
"2558","FUN_019866_NOX4"
"2559","FUN_012766_PGAM1_1"
"2560","FUN_051835_NUDT1"
"2561","FUN_004179_HIGD1A_1"
"2562","FUN_031902_hypothetical_protein"
"2563","FUN_019513_hypothetical_protein"
"2564","FUN_005832_CELF1"
"2565","FUN_002459_TRAF2"
"2566","FUN_035982_DOCK7_1"
"2567","FUN_009428_MTSS1L_1"
"2568","FUN_051970_ATAD5_2"
"2569","FUN_018136_H2AFZ"
"2570","FUN_020500_BCAS3_5"
"2571","FUN_018187_DOCK11_1"
"2572","FUN_005762_ANKRD11_1"
"2573","FUN_042386_HOMER3_3"
"2574","FUN_052870_hypothetical_protein"
"2575","FUN_021503_hypothetical_protein"
"2576","FUN_017947_hypothetical_protein"
"2577","FUN_019151_B3GNT1"
"2578","FUN_022416_PAK2_2"
"2579","FUN_021265_hypothetical_protein"
"2580","FUN_028948_PIK3R6_2"
"2581","FUN_029369_SF3A3"
"2582","FUN_050098_TTLL11"
"2583","FUN_028672_CDK15_2"
"2584","FUN_024715_hypothetical_protein"
"2585","FUN_046407_hypothetical_protein"
"2586","FUN_029882_TGFBR3L"
"2587","FUN_019283_hypothetical_protein"
"2588","FUN_026970_CDH6"
"2589","FUN_018059_SEC24D_1"
"2590","FUN_022304_PSMD1_2"
"2591","FUN_016262_hypothetical_protein"
"2592","FUN_000984_hypothetical_protein"
"2593","FUN_010601_hypothetical_protein"
"2594","FUN_006339_EPHA7_3"
"2595","FUN_004744_IARS1_1"
"2596","FUN_005909_hypothetical_protein"
"2597","FUN_044921_NR4A3"
"2598","FUN_040033_hypothetical_protein"
"2599","FUN_060400_hypothetical_protein"
"2600","FUN_040888_IQSEC3_4"
"2601","FUN_042338_hypothetical_protein"
"2602","FUN_054597_hypothetical_protein"
"2603","FUN_055901_MYH10_47"
"2604","FUN_024968_RFC3"
"2605","FUN_016192_hypothetical_protein"
"2606","FUN_023780_CHD6_3"
"2607","FUN_049775_hypothetical_protein"
"2608","FUN_025345_ZBTB21"
"2609","FUN_034559_METTL7A"
"2610","FUN_060049_hypothetical_protein"
"2611","FUN_050755_STARD3_2"
"2612","FUN_014780_PTCHD3_1"
"2613","FUN_030110_SHISA6_5"
"2614","FUN_028751_COQ7"
"2615","FUN_049337_DDRGK1"
"2616","FUN_003451_hypothetical_protein"
"2617","FUN_033651_CNTN1A_2"
"2618","FUN_008742_PPFIA3_1"
"2619","FUN_003586_LIN37"
"2620","FUN_001315_DYNC1I2_2"
"2621","FUN_058561_hypothetical_protein"
"2622","FUN_023925_swi5"
"2623","FUN_014955_WWP1_1"
"2624","FUN_013604_hypothetical_protein"
"2625","FUN_045040_OXR1_2"
"2626","FUN_033567_AFG3L2_1"
"2627","FUN_012560_PANK2"
"2628","FUN_056712_hypothetical_protein"
"2629","FUN_029407_SPIRE1_2"
"2630","FUN_017578_hypothetical_protein"
"2631","FUN_053181_hypothetical_protein"
"2632","FUN_046560_hypothetical_protein"
"2633","FUN_043712_PTF1A"
"2634","FUN_028293_DZIP1_2"
"2635","FUN_018102_HAUS6"
"2636","FUN_022528_PLEKHB2"
"2637","FUN_029197_CERS2_3"
"2638","FUN_005774_SPG7"
"2639","FUN_022710_hypothetical_protein"
"2640","FUN_033376_MAN2C1"
"2641","FUN_036593_TBPL1"
"2642","FUN_046654_PHF19_1"
"2643","FUN_037578_CTNNBL1_3"
"2644","FUN_037629_hypothetical_protein"
"2645","FUN_043933_SLC51A"
"2646","FUN_031616_SEC23A_2"
"2647","FUN_056022_hypothetical_protein"
"2648","FUN_003450_hypothetical_protein"
"2649","FUN_022300_PPP1R2"
"2650","FUN_000658_DNAH7_1"
"2651","FUN_052457_hypothetical_protein"
"2652","FUN_055283_ANAPC4"
"2653","FUN_005528_E2F4"
"2654","FUN_005910_hypothetical_protein"
"2655","FUN_039829_ABLIM3_7"
"2656","FUN_012829_CUEDC2"
"2657","FUN_039078_CXXC5_2"
"2658","FUN_049511_hypothetical_protein"
"2659","FUN_031839_TTC8"
"2660","FUN_043224_ATP5SL"
"2661","FUN_033710_hypothetical_protein"
"2662","FUN_021848_hypothetical_protein"
"2663","FUN_053765_PLD5_3"
"2664","FUN_058495_hypothetical_protein"
"2665","FUN_006067_hypothetical_protein"
"2666","FUN_017740_DVL2_1"
"2667","FUN_011845_EPHX1_2"
"2668","FUN_033673_MYO9A_6"
"2669","FUN_036265_hypothetical_protein"
"2670","FUN_003219_hypothetical_protein"
"2671","FUN_033307_GOLT1B_1"
"2672","FUN_033124_RASSF7_2"
"2673","FUN_045948_hypothetical_protein"
"2674","FUN_025381_NLGN2_2"
"2675","FUN_044219_LNX2_2"
"2676","FUN_058865_hypothetical_protein"
"2677","FUN_031753_hypothetical_protein"
"2678","FUN_006691_WDR65_7"
"2679","FUN_004088_PPFIA4_2"
"2680","FUN_044275_hypothetical_protein"
"2681","FUN_015893_hypothetical_protein"
"2682","FUN_022042_hypothetical_protein"
"2683","FUN_022006_hypothetical_protein"
"2684","FUN_045103_MYOM3_1"
"2685","FUN_049950_CORO1B_3"
"2686","FUN_056697_CEP78"
"2687","FUN_053544_DNAJA1"
"2688","FUN_000554_hypothetical_protein"
"2689","FUN_049879_hypothetical_protein"
"2690","FUN_021306_hypothetical_protein"
"2691","FUN_019548_hypothetical_protein"
"2692","FUN_010715_WEE1_1"
"2693","FUN_002934_MYH9_4"
"2694","FUN_024680_HSPA8_2"
"2695","FUN_021708_KARS1"
"2696","FUN_002205_INPP5E"
"2697","FUN_053967_hypothetical_protein"
"2698","FUN_044217_polr1d"
"2699","FUN_057511_PSMD9"
"2700","FUN_045820_CLN8"
"2701","FUN_028240_hypothetical_protein"
"2702","FUN_014350_hypothetical_protein"
"2703","FUN_005201_RAB33B_2"
"2704","FUN_023306_hypothetical_protein"
"2705","FUN_035648_PPIL1"
"2706","FUN_050355_hypothetical_protein"
"2707","FUN_010779_RFX4_2"
"2708","FUN_009832_hypothetical_protein"
"2709","FUN_041611_hypothetical_protein"
"2710","FUN_019677_hypothetical_protein"
"2711","FUN_026025_hypothetical_protein"
"2712","FUN_056008_hypothetical_protein"
"2713","FUN_009604_IMMP2L"
"2714","FUN_060019_hypothetical_protein"
"2715","FUN_008369_hypothetical_protein"
"2716","FUN_028925_SEPT9_4"
"2717","FUN_052121_RAD21_2"
"2718","FUN_003166_ADD3"
"2719","FUN_028545_MGAT3_1"
"2720","FUN_004912_IPO9_2"
"2721","FUN_005282_MED19A"
"2722","FUN_004250_CSNK2A1_1"
"2723","FUN_008051_hypothetical_protein"
"2724","FUN_023739_COX6C"
"2725","FUN_054148_XPO5"
"2726","FUN_049089_hypothetical_protein"
"2727","FUN_003276_hypothetical_protein"
"2728","FUN_020365_RAD1"
"2729","FUN_060298_hypothetical_protein"
"2730","FUN_049041_hypothetical_protein"
"2731","FUN_052830_hypothetical_protein"
"2732","FUN_022344_MYO9B_5"
"2733","FUN_037636_EPM2A_2"
"2734","FUN_008551_TUBG1"
"2735","FUN_026679_PMP22_1"
"2736","FUN_038622_SEMA4D_1"
"2737","FUN_045098_KLF10"
"2738","FUN_004863_FOXJ3_2"
"2739","FUN_015318_TDP2_1"
"2740","FUN_000949_hypothetical_protein"
"2741","FUN_021264_hypothetical_protein"
"2742","FUN_024736_hypothetical_protein"
"2743","FUN_029542_PAPD7_2"
"2744","FUN_007639_HID1"
"2745","FUN_056448_RIMBP2_5"
"2746","FUN_040608_hypothetical_protein"
"2747","FUN_026870_GLUD1_4"
"2748","FUN_013325_hypothetical_protein"
"2749","FUN_010781_Sirt2"
"2750","FUN_008118_VAT1"
"2751","FUN_044996_hypothetical_protein"
"2752","FUN_055338_CDC42BPA_7"
"2753","FUN_042624_hypothetical_protein"
"2754","FUN_020066_CLPTM1"
"2755","FUN_056029_hypothetical_protein"
"2756","FUN_056795_ACOT7_3"
"2757","FUN_054635_hypothetical_protein"
"2758","FUN_055635_hypothetical_protein"
"2759","FUN_052175_PDE8A"
"2760","FUN_032443_hypothetical_protein"
"2761","FUN_034100_MAP7D1_3"
"2762","FUN_027911_hypothetical_protein"
"2763","FUN_008023_hypothetical_protein"
"2764","FUN_022609_hypothetical_protein"
"2765","FUN_048913_UBL5"
"2766","FUN_010554_IGF1R_4"
"2767","FUN_010918_AP2M1_1"
"2768","FUN_036077_hypothetical_protein"
"2769","FUN_031643_PSMA3"
"2770","FUN_018567_COA1"
"2771","FUN_021342_hypothetical_protein"
"2772","FUN_006677_NSL1"
"2773","FUN_044119_ARFGEF1_1"
"2774","FUN_007852_SPAG9_1"
"2775","FUN_050817_LDLRAD4_2"
"2776","FUN_038391_hypothetical_protein"
"2777","FUN_031132_hypothetical_protein"
"2778","FUN_010454_BCAR1_2"
"2779","FUN_012734_CNNM1_2"
"2780","FUN_057536_MAT2A_3"
"2781","FUN_013310_TMX2_3"
"2782","FUN_049814_H2AFX"
"2783","FUN_048571_SNRPB2"
"2784","FUN_059941_hypothetical_protein"
"2785","FUN_030964_HEATR5A_3"
"2786","FUN_000501_hypothetical_protein"
"2787","FUN_033803_DRD4_3"
"2788","FUN_019881_GRIA4_1"
"2789","FUN_003211_JAGN1B"
"2790","FUN_056038_hypothetical_protein"
"2791","FUN_057519_SRA1"
"2792","FUN_040682_hypothetical_protein"
"2793","FUN_046137_PTCH1_5"
"2794","FUN_009069_hypothetical_protein"
"2795","FUN_056637_hypothetical_protein"
"2796","FUN_007838_hypothetical_protein"
"2797","FUN_011441_LGALS3"
"2798","FUN_035713_hypothetical_protein"
"2799","FUN_001468_hypothetical_protein"
"2800","FUN_004251_hypothetical_protein"
"2801","FUN_001631_HDAC4_4"
"2802","FUN_010449_NUDT21"
"2803","FUN_030859_GREB1_3"
"2804","FUN_027747_NRBF2"
"2805","FUN_034003_ANXA6_1"
"2806","FUN_024679_PWP1"
"2807","FUN_025004_PRR11"
"2808","FUN_009182_hypothetical_protein"
"2809","FUN_059666_PANX1_10"
"2810","FUN_050446_PANX1_6"
"2811","FUN_043795_hypothetical_protein"
"2812","FUN_039446_CAMKK2"
"2813","FUN_008057_hirip3"
"2814","FUN_032328_HTR7_3"
"2815","FUN_001413_STK39_3"
"2816","FUN_049687_UAP1L1"
"2817","FUN_037513_hypothetical_protein"
"2818","FUN_032571_CDKN1C_2"
"2819","FUN_013577_PRMT9"
"2820","FUN_056945_CACNA1D_11"
"2821","FUN_046599_MRPS36"
"2822","FUN_040299_hypothetical_protein"
"2823","FUN_039105_hypothetical_protein"
"2824","FUN_004749_hypothetical_protein"
"2825","FUN_001987_LHFPL2_2"
"2826","FUN_038071_hypothetical_protein"
"2827","FUN_011444_CNIH1"
"2828","FUN_040275_PTPRZ1_6"
"2829","FUN_033746_hypothetical_protein"
"2830","FUN_044461_BMI1A"
"2831","FUN_028675_ALS2_2"
"2832","FUN_028063_PAGR1"
"2833","FUN_046487_PYM1B"
"2834","FUN_045279_ICA1"
"2835","FUN_016089_UPP1_1"
"2836","FUN_040919_hypothetical_protein"
"2837","FUN_033516_PTPRZ1_1"
"2838","FUN_025420_hypothetical_protein"
"2839","FUN_008114_TMUB2"
"2840","FUN_011505_hypothetical_protein"
"2841","FUN_007668_PRPSAP1_1"
"2842","FUN_036520_UHRF1BP1"
"2843","FUN_052162_HDGFL3"
"2844","FUN_011362_PDP2"
"2845","FUN_048719_VPS54"
"2846","FUN_046720_GRIPAP1_3"
"2847","FUN_016647_ACKR2"
"2848","FUN_053241_KCNK6_1"
"2849","FUN_015727_hypothetical_protein"
"2850","FUN_035558_GPX1_2"
"2851","FUN_052350_ONECUT1_2"
"2852","FUN_004799_CSTF1_1"
"2853","FUN_029408_SPIRE1_3"
"2854","FUN_027097_hypothetical_protein"
"2855","FUN_036773_hypothetical_protein"
"2856","FUN_031570_hypothetical_protein"
"2857","FUN_018553_XPR1_1"
"2858","FUN_036726_PTGES3"
"2859","FUN_004573_GRM7_5"
"2860","FUN_060079_hypothetical_protein"
