"","gene"
"7222","FUN_044414_hypothetical_protein"
"7223","FUN_006054_LAMA2_1"
"7224","FUN_029800_hypothetical_protein"
"7225","FUN_010951_PEX16"
"7226","FUN_042124_SSBP3_2"
"7227","FUN_013975_NLRP12_18"
"7228","FUN_016137_hypothetical_protein"
"7229","FUN_029003_hypothetical_protein"
"7230","FUN_019258_FBXO38_3"
"7231","FUN_028868_hypothetical_protein"
"7232","FUN_054089_hypothetical_protein"
"7233","FUN_051380_ATXN1_2"
"7234","FUN_007052_lrrn4cl"
"7235","FUN_002453_hypothetical_protein"
"7236","FUN_049705_ATP2A3_1"
"7237","FUN_028835_hypothetical_protein"
"7238","FUN_055658_CAPN3_3"
"7239","FUN_012508_hypothetical_protein"
"7240","FUN_033133_hypothetical_protein"
"7241","FUN_039819_hypothetical_protein"
"7242","FUN_030032_HN1_1"
"7243","FUN_033404_pcsk5_2"
"7244","FUN_057899_MR1_50"
"7245","FUN_012172_HERC4_3"
"7246","FUN_047440_PARD3B_9"
"7247","FUN_009073_hypothetical_protein"
"7248","FUN_040872_hypothetical_protein"
"7249","FUN_049490_NPR2_2"
"7250","FUN_041941_hypothetical_protein"
"7251","FUN_031019_CRIM1_1"
"7252","FUN_025372_VAMP2"
"7253","FUN_021397_TMEM9B"
"7254","FUN_051618_TINAGL1_1"
"7255","FUN_009252_hypothetical_protein"
"7256","FUN_058364_hypothetical_protein"
"7257","FUN_030198_hypothetical_protein"
"7258","FUN_005967_FEZ2_1"
"7259","FUN_047306_hypothetical_protein"
"7260","FUN_044493_hypothetical_protein"
"7261","FUN_057465_NLRP12_283"
"7262","FUN_001222_hypothetical_protein"
"7263","FUN_017299_OSBPL1A_1"
"7264","FUN_049827_ABCG1_2"
"7265","FUN_052167_hypothetical_protein"
"7266","FUN_058359_hypothetical_protein"
"7267","FUN_044109_hypothetical_protein"
"7268","FUN_016848_KIF15_3"
"7269","FUN_022811_ADGRL4"
"7270","FUN_033786_BET1L"
"7271","FUN_038434_hypothetical_protein"
"7272","FUN_003727_ITPR1_1"
"7273","FUN_032239_AIM1_2"
"7274","FUN_008728_KCNA1_1"
"7275","FUN_047495_hypothetical_protein"
"7276","FUN_050525_hypothetical_protein"
"7277","FUN_036768_CTNNBIP1"
"7278","FUN_049606_NCOR1_1"
"7279","FUN_004473_IFFO2_2"
"7280","FUN_038965_STX5_2"
"7281","FUN_003440_hypothetical_protein"
"7282","FUN_012276_hypothetical_protein"
"7283","FUN_036817_ADRM1"
"7284","FUN_021283_hypothetical_protein"
"7285","FUN_009791_ARHGEF37_2"
"7286","FUN_008030_BAIAP2L2_2"
"7287","FUN_002090_hypothetical_protein"
"7288","FUN_037386_hypothetical_protein"
"7289","FUN_012260_hypothetical_protein"
"7290","FUN_054376_RBM47"
"7291","FUN_029285_hypothetical_protein"
"7292","FUN_003879_hypothetical_protein"
"7293","FUN_039881_NR3C1_5"
"7294","FUN_016037_ABCB5_2"
"7295","FUN_047265_TLR2"
"7296","FUN_025038_CETN3"
"7297","FUN_026156_GJC1_3"
"7298","FUN_056396_SETD1B_3"
"7299","FUN_003180_PDCD4_1"
"7300","FUN_027619_FOXK2_1"
"7301","FUN_045492_hypothetical_protein"
"7302","FUN_011936_hypothetical_protein"
"7303","FUN_011657_SH2D4B_1"
"7304","FUN_039921_ANKRD46_2"
"7305","FUN_035335_hypothetical_protein"
"7306","FUN_007105_NLRP12_7"
"7307","FUN_049001_EARS2_1"
"7308","FUN_031671_SAMD5_2"
"7309","FUN_004854_UTP3"
"7310","FUN_021119_SPG20_1"
"7311","FUN_045275_hypothetical_protein"
"7312","FUN_056527_FAHD2A"
"7313","FUN_027069_NOG3"
"7314","FUN_040116_PIH1D1_1"
"7315","FUN_052251_hypothetical_protein"
"7316","FUN_042143_hypothetical_protein"
"7317","FUN_003320_STAT1_3"
"7318","FUN_042586_PDE4DIP_1"
"7319","FUN_020818_hypothetical_protein"
"7320","FUN_033371_STRA6"
"7321","FUN_001696_SMARCAL1"
"7322","FUN_036918_SLC2A1_2"
"7323","FUN_025402_NLRP12_63"
"7324","FUN_056410_hypothetical_protein"
"7325","FUN_027167_hypothetical_protein"
"7326","FUN_035916_TTC22"
"7327","FUN_027221_TRUB1"
"7328","FUN_043221_GLTSCR2"
"7329","FUN_001629_hypothetical_protein"
"7330","FUN_045729_hypothetical_protein"
"7331","FUN_035604_hypothetical_protein"
"7332","FUN_060047_hypothetical_protein"
"7333","FUN_028381_hypothetical_protein"
"7334","FUN_034105_STPG1"
"7335","FUN_018222_hypothetical_protein"
"7336","FUN_020028_hypothetical_protein"
"7337","FUN_022641_hypothetical_protein"
"7338","FUN_003473_PLXNA2_1"
"7339","FUN_015200_L3MBTL3_2"
"7340","FUN_060138_PLD1_12"
"7341","FUN_003244_hypothetical_protein"
"7342","FUN_040539_MX1_8"
"7343","FUN_051840_TTYH3_1"
"7344","FUN_056678_PDLIM2_2"
"7345","FUN_002089_hypothetical_protein"
"7346","FUN_053430_hypothetical_protein"
"7347","FUN_026577_WNT3_3"
"7348","FUN_022417_hypothetical_protein"
"7349","FUN_021899_SENP8"
"7350","FUN_056652_UBAP2_4"
"7351","FUN_005589_MICAL2_4"
"7352","FUN_012496_hypothetical_protein"
"7353","FUN_028656_hypothetical_protein"
"7354","FUN_021158_hypothetical_protein"
"7355","FUN_020234_SCN3B_1"
"7356","FUN_023899_hypothetical_protein"
"7357","FUN_050877_NLRP12_197"
"7358","FUN_019832_hypothetical_protein"
"7359","FUN_026293_SUCNR1_1"
"7360","FUN_010994_hypothetical_protein"
"7361","FUN_014740_VAV3_2"
"7362","FUN_008122_TLK2"
"7363","FUN_015948_hypothetical_protein"
"7364","FUN_035984_ANGPTL3_2"
"7365","FUN_008040_hypothetical_protein"
"7366","FUN_002667_XBP1_2"
"7367","FUN_025523_hypothetical_protein"
"7368","FUN_003297_hypothetical_protein"
"7369","FUN_015479_HIVEP3"
"7370","FUN_027553_CLEC17A_1"
"7371","FUN_018142_PPP3CA_3"
"7372","FUN_025136_hypothetical_protein"
"7373","FUN_002107_hypothetical_protein"
"7374","FUN_017503_TESK1_2"
"7375","FUN_048112_hypothetical_protein"
"7376","FUN_004825_HDAC11_2"
"7377","FUN_006810_DUSP10_2"
"7378","FUN_039393_hypothetical_protein"
"7379","FUN_053492_hypothetical_protein"
"7380","FUN_041039_PACSIN2_2"
"7381","FUN_040689_hypothetical_protein"
"7382","FUN_008561_SRCIN1_1"
"7383","FUN_029820_hypothetical_protein"
"7384","FUN_059241_CCL3_2"
"7385","FUN_026761_TRIM65_2"
"7386","FUN_050399_hypothetical_protein"
"7387","FUN_038816_P4HA2_2"
"7388","FUN_017504_hypothetical_protein"
"7389","FUN_017330_hypothetical_protein"
"7390","FUN_037891_r3hdml"
"7391","FUN_039177_CLDN4_1"
"7392","FUN_024579_SLC7A1_2"
"7393","FUN_044593_POU6F2_2"
"7394","FUN_018856_hypothetical_protein"
"7395","FUN_040283_hypothetical_protein"
"7396","FUN_050420_hypothetical_protein"
"7397","FUN_028128_hypothetical_protein"
"7398","FUN_036609_LCA5_2"
"7399","FUN_058570_hypothetical_protein"
"7400","FUN_012162_hypothetical_protein"
"7401","FUN_025184_MARVELD2_2"
"7402","FUN_004904_OLFML3A_2"
"7403","FUN_028890_CBX4_2"
"7404","FUN_012738_hypothetical_protein"
"7405","FUN_009326_PAQR5B"
"7406","FUN_001064_hypothetical_protein"
"7407","FUN_006048_hypothetical_protein"
"7408","FUN_016686_hypothetical_protein"
"7409","FUN_041056_hypothetical_protein"
"7410","FUN_016497_hypothetical_protein"
"7411","FUN_047982_MSL3_2"
"7412","FUN_059265_NLRP12_346"
"7413","FUN_039882_hypothetical_protein"
"7414","FUN_016231_hypothetical_protein"
"7415","FUN_039512_RXFP3"
"7416","FUN_015675_PDE1C_1"
"7417","FUN_027681_hypothetical_protein"
"7418","FUN_015808_hypothetical_protein"
"7419","FUN_029492_TSPAN13_3"
"7420","FUN_002668_CCDC60_1"
"7421","FUN_032217_hypothetical_protein"
"7422","FUN_019805_MAP4K1_1"
"7423","FUN_050244_FOXR1"
"7424","FUN_018403_DPP6_5"
"7425","FUN_025278_MRPS24"
"7426","FUN_031708_RP1L1_1"
"7427","FUN_029549_ADCY2_7"
"7428","FUN_033384_DAPK3_2"
"7429","FUN_026834_hypothetical_protein"
"7430","FUN_033781_PHF21A"
"7431","FUN_035955_CACHD1_1"
"7432","FUN_037015_hypothetical_protein"
"7433","FUN_024395_hypothetical_protein"
"7434","FUN_027215_KBTBD13_2"
"7435","FUN_052297_TRIM35_37"
"7436","FUN_040903_hypothetical_protein"
"7437","FUN_000575_hypothetical_protein"
"7438","FUN_043772_hes6_2"
"7439","FUN_060130_hypothetical_protein"
"7440","FUN_054858_PAK7_1"
"7441","FUN_024853_hypothetical_protein"
"7442","FUN_057800_MR1_2"
"7443","FUN_052479_hypothetical_protein"
"7444","FUN_024466_hypothetical_protein"
"7445","FUN_002666_XBP1_1"
"7446","FUN_017094_TNS3_3"
"7447","FUN_028990_MYH11_5"
"7448","FUN_025514_STT3A"
"7449","FUN_017902_hypothetical_protein"
"7450","FUN_037178_TM9SF4_2"
"7451","FUN_029843_GUCY2C_4"
"7452","FUN_042102_il4r_1"
"7453","FUN_055360_hypothetical_protein"
"7454","FUN_028481_hypothetical_protein"
"7455","FUN_048502_GTF2F2_3"
"7456","FUN_028286_hypothetical_protein"
"7457","FUN_045879_MAP4K3_1"
"7458","FUN_059257_hypothetical_protein"
"7459","FUN_052861_hypothetical_protein"
"7460","FUN_006803_MIA3_1"
"7461","FUN_003967_hypothetical_protein"
"7462","FUN_029591_NPR1_2"
"7463","FUN_026885_hypothetical_protein"
"7464","FUN_010302_hypothetical_protein"
"7465","FUN_019578_hypothetical_protein"
"7466","FUN_002875_TRIM35_11"
"7467","FUN_021733_GALNT18_4"
"7468","FUN_048799_hypothetical_protein"
"7469","FUN_048866_hypothetical_protein"
"7470","FUN_001334_WIPF1_1"
"7471","FUN_006091_IL20RA"
"7472","FUN_052580_ARHGEF26_5"
"7473","FUN_035613_hypothetical_protein"
"7474","FUN_039599_hypothetical_protein"
"7475","FUN_045493_hypothetical_protein"
"7476","FUN_054830_hypothetical_protein"
"7477","FUN_009724_ATP8A1_6"
"7478","FUN_003096_MRPS28"
"7479","FUN_042916_ACSM3"
"7480","FUN_008225_eps8l1"
"7481","FUN_038287_hypothetical_protein"
"7482","FUN_011041_hypothetical_protein"
"7483","FUN_020236_hypothetical_protein"
"7484","FUN_059542_TSTA3_24"
"7485","FUN_029660_NLRP12_107"
"7486","FUN_029835_NLRP12_122"
"7487","FUN_008130_hypothetical_protein"
"7488","FUN_022679_MAP2K2_1"
"7489","FUN_055444_REPS1"
"7490","FUN_056804_hypothetical_protein"
"7491","FUN_054090_hypothetical_protein"
"7492","FUN_047548_MX1_11"
"7493","FUN_018852_PLXDC2_4"
"7494","FUN_060074_hypothetical_protein"
"7495","FUN_055707_hypothetical_protein"
"7496","FUN_007423_EPHA10_4"
"7497","FUN_007689_hypothetical_protein"
"7498","FUN_056900_hypothetical_protein"
"7499","FUN_012400_SLC3A1"
"7500","FUN_041237_CECR6"
"7501","FUN_004238_ZNF84"
"7502","FUN_057767_hypothetical_protein"
"7503","FUN_014400_hypothetical_protein"
"7504","FUN_028327_IQCA1_4"
"7505","FUN_004472_IFFO2_1"
"7506","FUN_053803_hypothetical_protein"
"7507","FUN_024678_ZPR1"
"7508","FUN_042344_NDUFA13"
"7509","FUN_051674_MATN1"
"7510","FUN_038641_hypothetical_protein"
"7511","FUN_001248_hypothetical_protein"
"7512","FUN_036775_MXRA8"
"7513","FUN_029355_CTPS2"
"7514","FUN_022949_hypothetical_protein"
"7515","FUN_016666_arf1_2"
"7516","FUN_054134_hypothetical_protein"
"7517","FUN_035823_GPR17"
"7518","FUN_055987_hypothetical_protein"
"7519","FUN_042328_FOXL2_1"
"7520","FUN_052302_SCG3_1"
"7521","FUN_023882_ADAMTS6_4"
"7522","FUN_050177_PANX1_4"
"7523","FUN_003507_hypothetical_protein"
"7524","FUN_019228_hypothetical_protein"
"7525","FUN_033923_hypothetical_protein"
"7526","FUN_058453_hypothetical_protein"
"7527","FUN_042617_hypothetical_protein"
"7528","FUN_031167_hypothetical_protein"
"7529","FUN_011186_IRF8"
"7530","FUN_016011_TAX1BP1B_2"
"7531","FUN_012893_hypothetical_protein"
"7532","FUN_039892_hypothetical_protein"
"7533","FUN_054356_hypothetical_protein"
"7534","FUN_033410_hypothetical_protein"
"7535","FUN_033777_hypothetical_protein"
"7536","FUN_012970_TIAL1"
"7537","FUN_052439_VEPH1_1"
"7538","FUN_035317_SP7"
"7539","FUN_028349_TGFBRAP1_2"
"7540","FUN_038555_hypothetical_protein"
"7541","FUN_010767_hypothetical_protein"
"7542","FUN_051603_BZW2"
"7543","FUN_029671_hypothetical_protein"
"7544","FUN_012240_MEIS1_2"
"7545","FUN_057116_GAPVD1_2"
"7546","FUN_015836_SEMA6C_1"
"7547","FUN_031200_METTL10"
"7548","FUN_054805_hypothetical_protein"
"7549","FUN_012265_hypothetical_protein"
"7550","FUN_004498_hypothetical_protein"
"7551","FUN_044453_SKIDA1"
"7552","FUN_044045_DNAJC5B"
"7553","FUN_043038_ZEB1_2"
"7554","FUN_052876_hypothetical_protein"
"7555","FUN_053348_hypothetical_protein"
"7556","FUN_042390_CERS4_4"
"7557","FUN_034358_hypothetical_protein"
"7558","FUN_018172_hypothetical_protein"
"7559","FUN_010675_hypothetical_protein"
"7560","FUN_010647_hypothetical_protein"
"7561","FUN_047333_FAM83G_1"
"7562","FUN_050373_hypothetical_protein"
"7563","FUN_054169_hypothetical_protein"
"7564","FUN_045282_hypothetical_protein"
"7565","FUN_042169_IL20RB"
"7566","FUN_041334_GLT8D2"
"7567","FUN_026297_NLRP12_69"
"7568","FUN_014410_CCR4_7"
"7569","FUN_053461_FABP2_1"
"7570","FUN_028317_AGAP1_9"
"7571","FUN_039348_hypothetical_protein"
"7572","FUN_000188_ABCA12"
"7573","FUN_045466_hypothetical_protein"
"7574","FUN_043861_hypothetical_protein"
"7575","FUN_046473_hypothetical_protein"
"7576","FUN_004232_HOXC4"
"7577","FUN_014388_hypothetical_protein"
"7578","FUN_017438_hypothetical_protein"
"7579","FUN_035463_ACVR1B_2"
"7580","FUN_014019_hypothetical_protein"
"7581","FUN_034672_hypothetical_protein"
"7582","FUN_055462_hypothetical_protein"
"7583","FUN_016534_hypothetical_protein"
"7584","FUN_041909_GNAI1_2"
"7585","FUN_058807_hypothetical_protein"
"7586","FUN_036166_hypothetical_protein"
"7587","FUN_030115_hypothetical_protein"
"7588","FUN_036995_lamb2_1"
"7589","FUN_039402_TGFB1_1"
"7590","FUN_017261_EXOSC4"
"7591","FUN_033922_hypothetical_protein"
"7592","FUN_022015_GLI2_4"
"7593","FUN_023796_osgin2_2"
"7594","FUN_035230_hypothetical_protein"
"7595","FUN_036959_PAX7_5"
"7596","FUN_028928_hypothetical_protein"
"7597","FUN_016051_RAPGEF5_2"
"7598","FUN_001429_TANC1_2"
"7599","FUN_004239_hypothetical_protein"
"7600","FUN_051820_hypothetical_protein"
"7601","FUN_018354_JAK1_1"
"7602","FUN_029554_hypothetical_protein"
"7603","FUN_055659_hypothetical_protein"
"7604","FUN_060236_hypothetical_protein"
"7605","FUN_059979_hypothetical_protein"
"7606","FUN_058449_NLRP12_319"
"7607","FUN_000576_hypothetical_protein"
"7608","FUN_038299_hypothetical_protein"
"7609","FUN_029856_ACO2_2"
"7610","FUN_045084_NKD2"
"7611","FUN_013211_MMRN2_1"
"7612","FUN_006809_DUSP10_1"
"7613","FUN_060185_CBX7"
"7614","FUN_049594_SMTNL2_3"
"7615","FUN_055314_hypothetical_protein"
"7616","FUN_000301_hypothetical_protein"
"7617","FUN_052165_HOMER2_1"
"7618","FUN_041253_ABTB3A_1"
"7619","FUN_053665_CTNNA2_2"
"7620","FUN_015961_THBS3A"
"7621","FUN_009436_SIN3A_1"
"7622","FUN_057842_hypothetical_protein"
"7623","FUN_012844_hypothetical_protein"
"7624","FUN_058174_NLRP12_288"
"7625","FUN_051707_hypothetical_protein"
"7626","FUN_053772_hypothetical_protein"
"7627","FUN_015203_L3MBTL4_3"
"7628","FUN_007515_hypothetical_protein"
"7629","FUN_043948_ANKRD33B_2"
"7630","FUN_015339_SOGA3_1"
"7631","FUN_011144_WDR59_1"
"7632","FUN_047421_NRP2_10"
"7633","FUN_030705_RALGAPA1_2"
"7634","FUN_049839_hypothetical_protein"
"7635","FUN_021091_hypothetical_protein"
"7636","FUN_007389_TMC5_2"
"7637","FUN_025552_hypothetical_protein"
"7638","FUN_022775_TBL1XR1_2"
"7639","FUN_017366_hypothetical_protein"
"7640","FUN_007375_hypothetical_protein"
"7641","FUN_056548_hypothetical_protein"
"7642","FUN_038596_hypothetical_protein"
"7643","FUN_040784_ATP5C1_2"
"7644","FUN_039426_TMEM38B_3"
"7645","FUN_029269_CTDP1"
"7646","FUN_005190_hypothetical_protein"
"7647","FUN_019331_MAGT1"
"7648","FUN_024168_DHX29"
"7649","FUN_047597_hypothetical_protein"
"7650","FUN_006861_TNRC6A"
"7651","FUN_001119_P2RY8"
"7652","FUN_050333_hypothetical_protein"
"7653","FUN_011120_hypothetical_protein"
"7654","FUN_044850_MRPL17"
"7655","FUN_052609_SEMA7A_3"
"7656","FUN_031214_hypothetical_protein"
"7657","FUN_038976_GNG3"
"7658","FUN_049912_hypothetical_protein"
"7659","FUN_009737_hypothetical_protein"
"7660","FUN_057115_GAPVD1_1"
"7661","FUN_004455_hypothetical_protein"
"7662","FUN_051279_ZNRF2"
"7663","FUN_044222_USP12_2"
"7664","FUN_022053_hypothetical_protein"
"7665","FUN_043034_GPSM2_2"
"7666","FUN_029084_hypothetical_protein"
"7667","FUN_001273_hypothetical_protein"
"7668","FUN_006253_TAB2"
"7669","FUN_030997_FOXG1"
"7670","FUN_023092_RNH1_1"
"7671","FUN_002019_TTC37"
"7672","FUN_016459_hypothetical_protein"
"7673","FUN_004401_SRSF6_1"
"7674","FUN_022723_PEX6"
"7675","FUN_031486_hypothetical_protein"
"7676","FUN_025108_SMYD4_1"
"7677","FUN_039367_MYO5B_5"
"7678","FUN_038237_hypothetical_protein"
"7679","FUN_027085_RAB40B"
"7680","FUN_019028_MMP14_2"
"7681","FUN_001331_CIR1"
"7682","FUN_038945_GRIA1_5"
"7683","FUN_047105_hypothetical_protein"
"7684","FUN_008510_DCAF7"
"7685","FUN_058600_hypothetical_protein"
"7686","FUN_013968_hypothetical_protein"
"7687","FUN_044503_hypothetical_protein"
"7688","FUN_037764_hypothetical_protein"
"7689","FUN_039727_KLF8_2"
"7690","FUN_027118_TIMM23_2"
"7691","FUN_027575_HECTD2"
"7692","FUN_016167_GRIN2D_1"
"7693","FUN_036996_LAMB1_2"
"7694","FUN_011240_hypothetical_protein"
"7695","FUN_056903_hypothetical_protein"
"7696","FUN_010889_HIPK2_2"
"7697","FUN_009142_hypothetical_protein"
"7698","FUN_003325_ahr-1"
"7699","FUN_003866_hypothetical_protein"
"7700","FUN_042016_GK5"
"7701","FUN_012448_DCTN1_1"
"7702","FUN_020808_hypothetical_protein"
"7703","FUN_002316_ADAMTS3_4"
"7704","FUN_052765_hypothetical_protein"
"7705","FUN_025379_GIGYF1_3"
"7706","FUN_053812_FBXW7"
"7707","FUN_013027_hypothetical_protein"
"7708","FUN_020755_SARM1"
"7709","FUN_032568_COMMD9"
"7710","FUN_013194_CAMK2G_2"
"7711","FUN_049818_hypothetical_protein"
"7712","FUN_018402_DPP6_4"
"7713","FUN_058770_GIMAP8_35"
"7714","FUN_022495_hypothetical_protein"
"7715","FUN_003607_PLA2G4A_1"
"7716","FUN_041241_CNOT4_4"
"7717","FUN_007254_PDLIM7_4"
"7718","FUN_047145_JAK3"
"7719","FUN_014283_MBOAT7_1"
"7720","FUN_049058_tm4sf5"
"7721","FUN_008979_hypothetical_protein"
"7722","FUN_057257_hypothetical_protein"
"7723","FUN_030241_hypothetical_protein"
"7724","FUN_059368_hypothetical_protein"
"7725","FUN_002877_hypothetical_protein"
"7726","FUN_002375_WDFY3_2"
"7727","FUN_058134_LMBRD2"
"7728","FUN_052394_hypothetical_protein"
"7729","FUN_020613_hypothetical_protein"
"7730","FUN_034726_GPR22_2"
"7731","FUN_011312_hypothetical_protein"
"7732","FUN_050284_UFC1"
"7733","FUN_054673_hypothetical_protein"
"7734","FUN_002511_H2AFV_1"
"7735","FUN_037675_FYCO1_2"
"7736","FUN_022646_hypothetical_protein"
"7737","FUN_055448_SCARA3"
"7738","FUN_020833_hypothetical_protein"
"7739","FUN_059420_hypothetical_protein"
"7740","FUN_019965_hypothetical_protein"
"7741","FUN_038511_ZMAT1"
"7742","FUN_040237_NLRP12_145"
"7743","FUN_052067_TRPS1_4"
"7744","FUN_056495_hypothetical_protein"
"7745","FUN_021724_hypothetical_protein"
"7746","FUN_045088_BRD9"
"7747","FUN_016810_hypothetical_protein"
"7748","FUN_001470_hypothetical_protein"
"7749","FUN_007971_hypothetical_protein"
"7750","FUN_017266_DSG2_2"
"7751","FUN_024800_hypothetical_protein"
"7752","FUN_042314_LRRC24"
"7753","FUN_055662_hypothetical_protein"
"7754","FUN_003979_TWF2_1"
"7755","FUN_013630_hypothetical_protein"
"7756","FUN_054177_hypothetical_protein"
"7757","FUN_002506_BARHL1_1"
"7758","FUN_049175_hypothetical_protein"
"7759","FUN_010250_CHIC1"
"7760","FUN_025226_PLK2_1"
"7761","FUN_047888_ADAMTS5_1"
"7762","FUN_006295_RPS6KC1_2"
"7763","FUN_029493_KHDRBS1"
"7764","FUN_038640_hypothetical_protein"
"7765","FUN_019029_MMP14_3"
"7766","FUN_002341_CNOT6L"
"7767","FUN_045915_hypothetical_protein"
"7768","FUN_051316_TSHZ1_2"
"7769","FUN_039642_EBF1_4"
"7770","FUN_002078_hypothetical_protein"
"7771","FUN_058216_hypothetical_protein"
"7772","FUN_059933_hypothetical_protein"
"7773","FUN_028722_DNAH11_8"
"7774","FUN_056133_hypothetical_protein"
"7775","FUN_058139_PDLIM5_3"
"7776","FUN_015450_POU3F1"
"7777","FUN_004504_hypothetical_protein"
"7778","FUN_015974_DENND4B"
"7779","FUN_028262_SOX21A"
"7780","FUN_052197_hypothetical_protein"
"7781","FUN_026894_hypothetical_protein"
"7782","FUN_012787_VSTM4_1"
"7783","FUN_013336_hypothetical_protein"
"7784","FUN_014339_NLRC3"
"7785","FUN_033382_hypothetical_protein"
"7786","FUN_053805_hypothetical_protein"
"7787","FUN_021360_COPB1"
"7788","FUN_026858_USP54_5"
"7789","FUN_055404_arid1b_2"
"7790","FUN_001979_THBS4_1"
"7791","FUN_052921_SEMA3AB_1"
"7792","FUN_054042_LPCAT4"
"7793","FUN_004693_hypothetical_protein"
"7794","FUN_042562_RANBP3"
"7795","FUN_028549_TAB1_2"
"7796","FUN_001349_HOXD9"
"7797","FUN_050680_NLRP12_186"
"7798","FUN_026283_RPL19_2"
"7799","FUN_034094_OSCP1_2"
"7800","FUN_036505_ETV7_2"
"7801","FUN_050314_hypothetical_protein"
"7802","FUN_030275_GIMAP8_16"
"7803","FUN_002121_ATXN2_5"
"7804","FUN_060042_IFI35"
"7805","FUN_028886_CARD14"
"7806","FUN_010580_IGHMBP2"
"7807","FUN_037716_hypothetical_protein"
"7808","FUN_002397_PDZD2"
"7809","FUN_057673_CD53"
"7810","FUN_016712_USP14"
"7811","FUN_004241_LIMA1_1"
"7812","FUN_013175_hypothetical_protein"
"7813","FUN_013616_hypothetical_protein"
"7814","FUN_007866_ANKRD54_1"
"7815","FUN_015484_STMN1_1"
"7816","FUN_009595_EFCAB6"
"7817","FUN_008803_PAQR4"
"7818","FUN_050328_hypothetical_protein"
"7819","FUN_013212_hypothetical_protein"
"7820","FUN_009200_TOX3_1"
"7821","FUN_014104_hypothetical_protein"
"7822","FUN_033305_hypothetical_protein"
"7823","FUN_041636_hypothetical_protein"
"7824","FUN_039632_hypothetical_protein"
"7825","FUN_009966_arr3"
"7826","FUN_042248_CABLES1_1"
"7827","FUN_044184_hypothetical_protein"
"7828","FUN_040269_hypothetical_protein"
"7829","FUN_012170_HERC4_2"
"7830","FUN_050917_hypothetical_protein"
"7831","FUN_058352_NLRP12_305"
"7832","FUN_056221_hypothetical_protein"
"7833","FUN_018409_VPS4B_2"
"7834","FUN_025297_ZNHIT2"
"7835","FUN_038741_STK10_2"
"7836","FUN_016402_hypothetical_protein"
"7837","FUN_032767_VWA5A_2"
"7838","FUN_012458_hypothetical_protein"
"7839","FUN_029261_hypothetical_protein"
"7840","FUN_009010_CDH11_1"
"7841","FUN_022435_TBXA2R"
"7842","FUN_058042_hypothetical_protein"
"7843","FUN_038632_hypothetical_protein"
"7844","FUN_013236_HKDC1_2"
"7845","FUN_013290_hypothetical_protein"
"7846","FUN_051413_CHRAC1"
"7847","FUN_022283_B3GNT7"
"7848","FUN_042438_ARHGAP30"
"7849","FUN_011978_hypothetical_protein"
"7850","FUN_028423_RHBDF2"
"7851","FUN_054641_hypothetical_protein"
"7852","FUN_002984_PLEKHA3"
"7853","FUN_008046_SGF29"
"7854","FUN_032245_hypothetical_protein"
"7855","FUN_037774_HNRNPA1_2"
"7856","FUN_044536_EPHA3_8"
"7857","FUN_055789_KIF26A_4"
"7858","FUN_054082_CASQ2_3"
"7859","FUN_033929_ENPP2_4"
"7860","FUN_019974_SCN2B"
"7861","FUN_006878_hypothetical_protein"
"7862","FUN_041791_hypothetical_protein"
"7863","FUN_059597_RRP7A_2"
"7864","FUN_005712_NAV2_2"
"7865","FUN_047944_hypothetical_protein"
"7866","FUN_024329_KATNAL2"
"7867","FUN_006231_hypothetical_protein"
"7868","FUN_054478_hypothetical_protein"
"7869","FUN_020393_hypothetical_protein"
"7870","FUN_008873_hypothetical_protein"
"7871","FUN_003262_ATP6AP2_14"
"7872","FUN_044693_CDH19"
"7873","FUN_018232_ehbp1l1"
"7874","FUN_051567_hypothetical_protein"
"7875","FUN_008890_hypothetical_protein"
"7876","FUN_037747_HIPK1_3"
"7877","FUN_007974_NHP2L1_1"
"7878","FUN_019037_CHD8_1"
"7879","FUN_016155_JOSD2"
"7880","FUN_026689_hypothetical_protein"
"7881","FUN_000317_hypothetical_protein"
"7882","FUN_043003_hypothetical_protein"
"7883","FUN_044486_TRIM7_73"
"7884","FUN_013970_NLRP12_16"
"7885","FUN_022709_KLC1_4"
"7886","FUN_025026_hypothetical_protein"
"7887","FUN_059255_hypothetical_protein"
"7888","FUN_031775_hypothetical_protein"
"7889","FUN_021796_hypothetical_protein"
"7890","FUN_001825_hypothetical_protein"
"7891","FUN_032914_ENOX2_1"
"7892","FUN_000030_hypothetical_protein"
"7893","FUN_030011_ELF2_4"
"7894","FUN_053636_hypothetical_protein"
"7895","FUN_027449_hypothetical_protein"
"7896","FUN_024286_hypothetical_protein"
"7897","FUN_027394_UBALD1_1"
"7898","FUN_020402_hypothetical_protein"
"7899","FUN_002263_hypothetical_protein"
"7900","FUN_048287_PSMB8_1"
"7901","FUN_023173_hypothetical_protein"
"7902","FUN_025195_VDAC2_3"
"7903","FUN_010701_IL17C"
"7904","FUN_037266_hypothetical_protein"
"7905","FUN_030263_NDUFA6"
"7906","FUN_054701_hypothetical_protein"
"7907","FUN_004544_hypothetical_protein"
"7908","FUN_057846_hypothetical_protein"
"7909","FUN_054867_PLCB1_4"
"7910","FUN_007406_hypothetical_protein"
"7911","FUN_013413_CASP6_2"
"7912","FUN_033401_pcsk5_1"
"7913","FUN_037860_PTPN22"
"7914","FUN_009504_hypothetical_protein"
"7915","FUN_018035_PLSCR3"
"7916","FUN_049184_hypothetical_protein"
